x,y,category
-0.048,-1.688,0
-1.452,-1.344,1
0.124,0.248,1
1.316,1.728,1
0.048,0.54,1
-1.068,0.116,1
0.396,-0.448,0
1.188,-0.252,1
-1.804,0.612,1
0.484,1.468,0
-1.656,-0.612,0
-0.48,-1.764,0
0.632,0.712,1
0.86,-0.252,0
-0.244,-0.624,1
1.416,0.108,0
0.812,-0.188,0
-1.96,-0.712,0
1.968,1.804,1
-1.776,-1.26,1
1.84,0.48,0
-1.828,1.728,0
-0.048,1.968,1
-0.032,-0.544,1
-0.756,-0.012,1
0.012,1.068,0
1.044,0.404,0
0.516,1.0,0
-1.976,1.428,0
-0.536,1.656,1
1.296,0.608,0
-1.296,0.728,1
1.388,0.572,0
1.724,1.536,1
-1.2,1.572,0
-0.724,-0.564,1
1.284,-1.984,0
-0.944,-1.252,0
-0.42,0.24,0
-0.02,-0.052,1
1.208,1.22,1
0.348,-0.104,0
-0.828,-0.68,1
0.344,-1.368,1
-1.264,-0.84,0
0.616,1.312,0
-0.628,-1.624,0
-0.176,-0.664,1
0.716,-0.56,0
0.008,-0.02,0
0.712,-1.036,1
-0.128,-1.636,0
1.36,-0.536,1
0.74,1.488,0
-1.44,1.536,0
-0.66,-0.652,1
0.824,-1.048,1
-0.004,-1.208,0
-1.712,-0.616,0
-0.904,1.388,1
-0.888,-1.404,0
-1.452,-1.868,1
-0.032,-0.772,1
1.228,1.664,1
0.868,-0.32,0
-1.512,-0.436,0
-1.852,0.804,1
-0.084,-0.208,1
0.356,-1.436,1
-1.036,-1.072,1
-2.0,-1.0,0
1.032,-1.432,0
1.476,1.252,1
1.908,-0.58,1
1.152,-0.176,1
-1.448,1.996,0
1.604,-1.048,0
-1.204,1.116,0
0.5,0.292,1
1.02,-1.788,0
1.224,1.232,1
1.548,1.352,1
0.44,-0.424,0
-1.308,-0.98,0
1.372,0.26,0
-1.488,0.288,1
1.004,1.62,1
-1.316,1.732,0
1.66,0.168,0
1.224,0.64,0
0.16,-1.984,1
0.104,-0.1,0
-0.884,0.748,0
-0.86,-0.468,1
1.068,1.584,1
-0.808,0.824,0
-1.604,0.948,1
-0.068,1.46,1
-1.632,-0.396,0
-0.656,-0.34,1
-1.092,-1.188,1
-1.8,-1.16,1
0.888,-1.02,1
-0.628,1.764,1
0.008,0.552,1
-1.18,0.576,1
1.708,1.708,1
-1.196,-0.74,0
0.884,1.392,0
0.352,-0.088,0
-1.66,1.868,0
0.608,-1.684,1
1.288,0.12,0
-1.316,1.452,0
0.768,-0.28,0
0.984,-0.82,0
-0.936,-1.992,0
0.992,-1.404,1
0.136,1.4,0
-1.472,0.84,1
0.72,1.44,0
1.56,1.152,1
-0.536,-0.996,1
-1.468,0.908,1
1.584,1.204,1
1.092,-1.444,0
-0.072,0.852,0
0.476,-1.892,1
1.012,0.604,0
1.872,-1.532,0
-1.452,-0.508,0
-0.336,-0.044,1
1.316,1.356,1
-1.68,1.668,0
0.444,-0.172,0
0.216,-0.748,0
1.176,-0.596,1
1.724,-1.832,0
-1.852,1.828,0
1.328,0.524,0
1.768,-0.204,1
0.28,-0.12,0
0.36,0.288,1
1.36,-0.908,1
1.816,-1.82,0
1.06,-1.312,0
1.076,1.236,1
-1.564,1.872,0
-0.996,1.036,1
-1.208,-1.592,1
-0.952,1.644,1
-1.976,1.792,0
0.936,0.568,1
-1.684,1.664,0
-0.144,-0.892,1
0.636,-0.324,0
1.548,-0.016,1
1.496,-1.392,0
0.892,0.116,1
1.824,1.192,1
-0.528,-1.364,0
-1.164,-1.88,1
0.272,1.024,0
0.068,1.516,0
1.756,1.912,1
0.048,1.168,0
-1.476,-1.444,1
0.044,1.812,0
0.86,0.56,1
-1.088,-0.312,0
-1.96,1.348,0
0.54,-0.408,0
-1.904,-1.04,1
1.984,-1.42,0
1.844,0.392,0
-0.236,1.612,1
0.66,-0.152,0
1.608,-1.732,0
-1.668,1.316,0
0.856,-1.748,1
-1.888,1.424,0
1.216,1.032,1
-1.632,-1.736,1
1.04,-0.256,1
1.928,0.756,0
-0.392,0.12,0
-0.988,0.6,0
0.696,0.524,1
-0.992,-1.428,0
-0.096,1.14,1
-0.024,-0.76,1
0.888,-1.98,1
0.632,1.04,0
-1.576,-0.632,0
0.232,1.668,0
0.972,0.504,1
-1.292,-0.9,0
-1.4,-0.912,0
-1.184,-1.06,1
1.292,-1.792,0
1.436,1.888,1
-0.864,0.68,0
1.568,-1.864,0
-0.492,0.516,0
-0.236,0.856,0
0.216,-0.156,0
0.988,-0.532,0
-0.232,-0.088,1
0.836,-0.788,0
1.66,1.464,1
0.728,-0.76,0
-1.388,-1.048,1
1.164,-1.188,0
1.136,-0.764,1
1.996,-1.604,0
-0.432,1.78,1
1.652,1.412,1
-1.2,-0.696,0
-0.52,0.916,0
0.152,1.008,0
-0.356,1.316,1
1.08,0.012,0
-0.28,-1.632,0
0.388,0.308,1
-1.1,1.364,0
0.064,0.928,1
1.36,0.508,0
-0.624,-0.388,1
-0.052,1.06,1
1.42,-0.072,1
-0.744,-0.736,1
1.148,1.052,1
-0.36,-0.916,1
1.98,1.04,1
0.516,-1.344,1
-1.868,0.596,1
-0.56,-1.352,0
1.84,-0.924,1
0.02,-1.244,1
-1.416,-1.164,1
-0.236,1.068,1
-0.672,0.928,0
0.988,-0.28,0
-0.736,-0.588,1
1.512,0.828,0
0.388,-1.912,1
-1.928,-1.408,1
-1.708,0.228,1
-1.972,-0.816,0
-1.86,0.22,1
-1.048,1.428,0
-1.012,-1.984,1
1.776,-0.756,1
1.068,-0.92,1
1.724,-0.456,1
1.272,-0.424,1
-1.348,1.42,0
1.296,0.664,0
0.308,-1.716,1
1.928,-0.152,1
0.076,0.704,1
-1.196,0.228,1
-1.812,1.332,0
-1.676,1.988,0
-0.408,1.2,1
-1.228,1.76,0
-1.432,-1.948,1
-2.0,-1.204,1
-0.336,-0.156,1
1.592,0.728,0
-1.772,-1.104,1
-1.668,-0.768,0
-0.704,0.3,0
-0.14,0.6,0
0.112,0.316,1
0.216,-1.94,1
1.156,-1.092,0
-1.208,0.668,1
0.472,0.456,1
-1.388,-0.52,0
0.928,-0.872,0
1.1,-0.132,1
-0.6,1.636,1
0.28,-0.896,0
0.172,-0.124,0
-0.3,-0.452,1
-0.28,-1.912,0
-0.588,1.404,1
0.924,1.728,0
-0.148,-1.36,0
0.212,1.252,0
0.404,-1.236,1
-1.4,1.46,0
1.124,-1.244,0
0.112,0.124,1
-1.764,-0.228,0
-1.776,-0.668,0
-0.384,-0.52,1
-0.2,-1.648,0
1.292,1.92,1
-1.828,0.576,1
0.56,0.508,1
-1.456,1.204,0
0.124,-1.436,1
-1.424,0.556,1
1.34,1.796,1
1.34,-1.472,0
-0.656,1.812,1
0.888,-1.948,1
-1.3,0.168,1
0.88,0.38,1
-0.748,1.84,1
-0.576,-0.432,1
-0.924,1.72,1
-0.324,-0.112,1
-0.516,-1.58,0
-1.14,1.76,0
-1.78,1.444,0
1.692,-0.484,1
-0.08,1.968,1
-0.612,1.508,1
-1.848,-0.472,0
-1.5,-1.232,1
-1.172,1.036,0
-1.196,0.084,1
-0.1,-1.032,0
-1.2,1.224,0
1.892,1.824,1
0.22,1.344,0
-0.444,-0.28,1
-1.56,1.944,0
0.504,1.544,0
-0.936,-1.14,0
-1.092,-0.004,0
-1.784,-1.408,1
-0.864,1.196,1
0.056,0.316,1
1.652,1.492,1
-1.072,-0.712,0
0.096,0.42,1
1.064,1.66,1
0.46,-0.652,0
0.028,0.82,1
1.464,-1.584,0
-0.276,1.876,1
0.56,1.224,0
-0.544,0.76,0
1.716,0.54,0
0.66,0.78,1
-0.44,1.004,1
0.088,-1.6,1
0.528,-0.52,0
-0.152,-0.284,1
0.892,-1.084,1
0.76,0.44,1
-0.304,0.252,0
0.54,-0.352,0
0.804,-1.332,1
-1.352,0.552,1
1.916,1.4,1
1.544,0.596,0
-1.636,-0.528,0
-1.716,0.42,1
0.944,1.156,0
-0.612,-1.02,0
-0.832,-1.268,0
-0.784,-0.096,1
-1.752,-0.612,0
-0.188,0.556,0
0.496,0.732,1
0.748,1.516,0
-0.596,1.316,1
-1.52,-0.116,0
-0.012,1.36,1
0.856,-1.016,1
-0.824,-0.5,1
0.172,0.052,1
0.42,0.424,1
-1.196,0.788,1
-1.692,1.252,0
-0.116,-0.996,1
-0.692,-0.596,1
-1.716,1.664,0
-1.256,1.08,0
-1.836,-1.256,1
-0.124,0.584,0
-1.004,-0.856,0
0.804,-1.388,1
1.404,-1.072,0
1.556,0.68,0
0.108,-0.224,0
-0.552,1.42,1
0.764,0.052,1
1.964,-0.72,1
1.708,1.852,1
1.532,-1.884,0
-0.348,-0.968,1
0.496,1.2,0
0.064,0.012,1
-1.984,-1.832,1
0.816,0.796,1
-0.912,-1.144,0
-0.62,-1.696,0
-0.832,1.5,1
1.392,-1.7,0
1.208,0.368,0
0.484,1.876,0
-0.64,1.288,1
0.944,0.032,1
1.516,1.392,1
-1.988,-0.028,0
-0.908,1.076,1
-1.548,-1.808,1
-1.64,-1.328,1
1.172,0.992,0
1.652,1.284,1
-1.08,-1.408,1
0.968,1.86,0
0.592,1.56,0
0.072,-0.24,0
-1.9,1.26,0
-1.16,1.164,0
1.276,0.428,0
-0.808,-0.988,1
-1.612,0.628,1
0.592,-1.832,1
1.492,-0.52,1
-1.212,-0.188,0
-1.12,-0.064,0
1.824,1.064,1
-0.632,0.644,0
-0.02,0.944,0
-0.568,-0.932,1
0.732,-1.372,1
1.832,-1.38,0
1.34,1.288,1
1.352,0.888,0
-0.104,-1.804,0
-1.992,-1.86,1
0.332,1.952,0
-1.288,-0.948,0
0.872,0.104,1
1.612,0.364,0
-1.96,-1.816,1
-1.088,1.94,0
-1.744,-1.812,1
-0.952,-0.928,1
1.888,1.236,1
0.328,-0.948,0
-1.8,0.18,1
-1.816,1.892,0
-1.992,1.08,0
0.288,-1.532,1
1.972,0.032,0
0.032,-0.364,0
1.312,1.38,1
-0.548,-0.316,1
1.032,0.224,0
0.272,1.3,0
1.388,-0.036,1
1.228,1.66,1
0.404,-0.868,0
-1.54,-1.868,1
1.232,-0.04,1
-0.36,-0.976,1
-0.58,1.488,1
-1.336,0.196,1
0.98,1.736,0
-1.012,-1.764,1
1.132,1.88,1
1.076,-0.396,1
1.364,-0.704,1
1.032,-0.616,1
-1.356,1.792,0
1.86,-0.216,1
-0.868,1.016,1
0.12,0.644,1
-1.604,0.296,1
-1.52,-1.688,1
-1.44,0.492,1
0.168,-1.16,1
-1.58,-1.876,1
0.46,-0.548,0
1.412,0.628,0
0.4,0.82,1
0.74,1.408,0
-0.748,-0.608,1
-1.728,0.524,1
-0.136,0.18,0
0.768,1.788,0
-1.82,-0.896,0
-1.172,-1.944,1
-1.024,1.452,0
-1.336,0.42,1
-1.22,-0.592,0
-1.272,-1.3,1
1.216,0.716,0
0.008,0.332,1
1.884,-1.808,0
-1.68,1.232,0
-1.968,-1.56,1
-0.556,1.008,1
0.036,0.908,1
-0.808,0.104,0
1.748,-0.536,1
0.332,-1.332,1
1.476,-1.44,0
-1.892,1.568,0
0.14,0.06,1
1.98,0.436,0
-1.736,-1.18,1
1.516,-0.992,1
-0.496,-0.524,1
-1.028,-1.5,1
1.132,0.988,0
-1.904,-1.528,1
-1.956,-0.268,0
1.144,1.068,1
-0.104,0.132,0
1.124,0.476,0
-1.632,0.896,1
1.496,-0.084,1
-1.036,1.276,0
-1.792,-0.344,0
1.468,1.008,1
1.188,0.872,0
-1.396,1.212,0
0.948,1.512,0
-1.068,1.08,0
-1.656,1.328,0
-0.024,1.34,1
1.528,-1.548,0
0.92,0.956,1
-1.348,0.752,1
-0.296,1.636,1
1.728,-1.128,0
1.256,-1.536,0
-0.812,-0.036,1
0.892,-1.316,1
-0.516,-1.5,0
0.456,1.068,0
1.648,1.268,1
1.98,1.496,1
0.556,-0.916,0
-1.004,1.652,0
-0.568,-0.46,1
1.896,-0.404,1
-1.404,-1.16,1
1.088,-0.712,1
-1.356,1.444,0
1.388,1.72,1
0.46,0.86,1
-1.08,0.44,1
0.728,0.108,1
0.564,-1.564,1
1.92,-1.948,0
1.872,-1.66,0
0.244,-0.82,0
-1.88,0.952,1
1.816,0.5,0
1.98,-0.904,1
-1.76,0.76,1
-1.228,1.928,0
0.352,-0.24,0
0.736,-0.14,0
1.264,1.888,1
-0.684,-0.544,1
0.652,0.476,1
-1.844,0.956,1
-0.628,0.684,0
0.716,0.872,1
0.804,-1.8,1
0.444,-0.372,0
-0.348,1.308,1
1.956,-1.452,0
-1.232,0.792,1
0.096,-1.568,1
0.448,0.736,1
-0.576,-1.552,0
0.928,1.4,0
1.96,1.68,1
-0.296,-0.992,1
1.804,0.704,0
-1.012,-1.0,0
-0.26,-1.96,0
-0.608,-0.424,1
0.628,1.84,0
1.584,-1.312,0
1.54,1.736,1
1.252,-0.06,1
-0.692,-0.96,1
-1.512,0.604,1
-1.652,-1.768,1
-0.372,-1.924,0
-0.48,-1.664,0
-1.616,1.732,0
1.864,-1.652,0
-1.308,0.12,1
0.24,1.464,0
1.664,0.84,0
1.072,-0.968,1
-1.756,1.252,0
1.54,-1.336,0
0.636,0.324,1
-1.636,-0.42,0
-1.872,-0.8,0
-1.308,1.992,0
-1.08,1.208,0
-1.608,0.416,1
1.376,0.428,0
0.024,1.388,0
-1.648,0.872,1
0.16,0.572,1
-1.108,-0.48,0
-0.024,1.856,1
0.124,-1.896,1
1.796,-0.712,1
-0.004,1.728,1
-0.372,1.4,1
0.028,-1.128,1
-0.54,-1.724,0
-1.044,-1.972,1
0.548,-0.312,0
0.708,1.764,0
-1.928,0.996,1
-0.12,-0.152,1
-0.852,0.324,0
-1.528,0.356,1
1.416,1.984,1
0.388,-0.024,0
-1.804,-0.316,0
0.312,1.6,0
0.524,0.564,1
-0.272,-0.784,1
-1.004,-0.492,0
0.82,-1.336,1
1.608,1.256,1
-1.408,0.352,1
1.264,1.816,1
0.144,0.996,1
1.508,-1.88,0
0.376,-0.78,0
-1.08,1.028,0
1.884,0.948,0
-1.58,1.868,0
1.032,-1.268,0
-1.668,-0.46,0
-1.088,1.636,0
1.696,-1.104,0
1.248,-1.564,0
-0.868,0.936,0
1.004,-0.984,1
0.94,-1.624,1
-1.744,-0.228,0
-0.708,1.428,1
-1.844,-1.948,1
0.052,-0.348,0
-0.004,0.58,0
1.624,0.196,0
-0.96,1.712,1
-0.056,-0.956,1
-1.54,-1.852,1
-0.784,-0.072,1
-1.884,0.008,1
0.072,-1.424,1
-0.32,1.9,1
0.844,-1.7,1
-0.148,-1.168,0
1.348,-0.468,1
-1.292,-0.688,0
-1.932,-1.34,1
-0.76,0.544,0
-0.676,1.888,1
1.404,1.192,1
-0.516,-0.676,1
-1.284,0.568,1
-1.456,-1.264,1
0.08,-0.736,0
-0.996,1.032,1
-2.0,-1.508,1
-0.328,-1.4,0
-0.856,-1.332,0
1.968,1.72,1
1.108,0.604,0
-0.732,-0.832,1
-1.14,-1.996,1
-1.228,-1.572,1
0.816,0.536,1
1.848,0.356,0
-1.464,0.936,1
1.156,-0.404,1
-1.88,0.38,1
-1.092,-0.54,0
-0.488,1.752,1
-1.864,1.692,0
-1.372,0.708,1
0.316,0.636,1
-1.992,-1.264,1
0.5,1.8,0
-1.808,1.388,0
1.94,-1.316,0
-0.8,-0.572,1
-0.78,-1.916,0
0.376,-0.012,0
0.48,-1.268,1
-0.88,-1.52,0
-0.248,-1.86,0
1.58,-0.056,1
-0.312,-1.092,0
-1.824,0.604,1
0.344,0.78,1
-0.184,-1.208,0
-0.62,0.884,0
1.46,-1.436,0
0.28,-1.94,1
0.58,-0.4,0
-0.668,-1.856,0
0.304,-0.696,0
-0.528,-0.404,1
1.932,-1.256,0
1.468,0.968,0
0.644,1.58,0
0.416,0.524,1
0.372,1.356,0
-1.436,-1.676,1
1.48,0.276,0
1.724,0.988,0
-0.84,-1.848,0
0.92,-1.672,1
0.896,0.116,1
-0.9,-0.492,1
1.612,1.128,1
-0.572,-1.064,0
0.776,-0.748,0
0.3,0.768,1
-0.468,-1.264,0
-1.064,1.04,0
-0.34,1.92,1
1.052,-1.728,0
1.176,1.336,1
-0.14,-0.776,1
0.624,-1.028,1
-1.336,0.968,1
-0.628,-1.992,0
1.548,0.696,0
1.436,-1.96,0
-1.5,1.524,0
-0.02,-0.492,1
-0.892,-0.228,1
0.204,-0.396,0
-1.076,0.304,1
-1.768,-1.012,1
-0.052,-0.036,1
0.96,-1.832,1
0.004,1.384,0
-1.496,-0.416,0
0.108,-0.732,0
1.92,-0.072,1
1.38,-0.52,1
0.624,-0.688,0
-0.444,0.2,0
0.556,-0.36,0
1.296,-0.192,1
0.56,1.92,0
1.544,1.668,1
-0.616,-1.832,0
0.452,0.376,1
1.064,1.092,1
-2.0,-1.344,1
-1.076,-0.004,0
-0.456,0.256,0
-0.472,1.132,1
-1.94,-0.768,0
0.584,-1.944,1
-1.412,0.768,1
-0.984,0.32,0
0.176,-1.54,1
-1.088,-1.856,1
0.556,0.484,1
-0.644,-1.036,0
-0.516,-1.72,0
-0.096,1.792,1
-0.184,-1.116,0
-0.272,0.308,0
0.056,1.512,0
-1.584,-0.712,0
0.064,1.316,0
-2.0,-0.88,0
-1.284,-1.668,1
-1.86,-1.216,1
1.696,-0.628,1
-0.652,1.4,1
-0.82,-0.004,1
-1.876,-1.076,1
1.732,-1.044,0
-2.0,-1.608,1
-0.048,0.888,0
0.06,-0.508,0
0.312,1.58,0
1.068,1.4,1
1.752,0.32,0
-1.916,0.396,1
0.744,-0.132,0
-0.84,0.044,0
-0.488,-1.172,0
0.868,-0.82,0
-1.024,1.292,0
0.072,-1.18,1
-0.18,1.616,1
-1.608,1.82,0
-0.748,1.156,1
-1.504,-0.132,0
-0.584,-1.684,0
-1.724,1.864,0
0.416,1.068,0
-0.82,-1.56,0
0.656,-0.612,0
-1.38,-1.26,1
0.308,-1.816,1
1.576,0.7,0
-1.72,0.764,1
-0.088,-0.664,1
0.736,-0.38,0
1.484,0.536,0
-0.316,-1.772,0
1.74,0.64,0
1.348,-0.524,1
1.644,-0.264,1
1.48,1.004,1
-0.828,0.568,0
1.236,0.684,0
-1.864,-0.22,0
-1.324,1.576,0
-0.044,1.184,1
1.808,1.288,1
0.04,0.048,1
-1.108,-0.108,0
-0.96,1.264,1
0.944,1.336,0
-1.496,-1.232,1
0.58,-1.808,1
-1.816,-0.52,0
-0.924,-0.5,1
-0.688,-0.848,1
1.352,-0.828,1
0.512,-0.968,0
-0.104,1.524,1
0.828,0.9,1
-0.26,-1.72,0
1.064,-1.928,0
-0.032,-1.36,0
1.816,1.884,1
0.156,0.576,1
0.808,-0.2,0
-1.872,1.116,0
0.78,-0.808,0
1.172,1.84,1
0.232,0.368,1
-0.952,-1.72,0
1.088,1.74,1
1.268,-1.432,0
-0.088,1.26,1
0.2,1.304,0
-0.852,0.988,0
-1.544,1.604,0
-1.672,-1.32,1
0.656,-0.528,0
1.072,-1.12,0
0.652,1.628,0
-1.156,-1.688,1
-1.6,0.736,1
-0.892,1.436,1
0.652,-0.74,0
-0.52,0.908,0
0.256,1.844,0
1.844,-1.084,0
0.936,-1.328,1
1.888,0.484,0
-1.74,-1.62,1
1.204,-1.14,0
-1.932,-1.068,1
-1.688,-0.58,0
-0.136,0.628,0
1.664,-0.82,1
0.588,-1.224,1
0.04,-1.436,1
-0.52,0.548,0
1.604,-1.936,0
-1.384,0.248,1
-0.632,1.384,1
0.284,1.372,0
0.732,1.348,0
0.316,-0.656,0
-1.18,1.956,0
0.212,-1.868,1
-1.264,-1.26,1
1.584,-0.708,1
1.512,-0.496,1
0.884,1.82,0
-0.728,-1.568,0
1.5,-1.548,0
1.56,0.204,0
0.452,1.116,0
1.92,-0.996,1
1.876,-1.704,0
0.724,1.488,0
0.076,-1.472,1
-1.54,-0.856,0
1.756,1.996,1
-0.68,-1.592,0
1.732,0.392,0
-1.612,-0.928,0
0.312,-0.588,0
-0.764,1.868,1
1.756,1.592,1
-1.64,0.044,1
-1.332,1.616,0
-1.72,-1.44,1
1.676,-1.968,0
1.124,-0.36,1
-1.976,-1.416,1
1.112,-0.968,1
0.276,1.548,0
-0.612,-1.264,0
-0.532,-0.6,1
0.528,1.26,0
1.372,0.476,0
1.32,1.24,1
0.508,1.296,0
1.564,0.536,0
-0.768,-0.332,1
-1.072,0.184,1
1.312,-0.012,1
0.852,-0.556,0
-0.172,-1.216,0
-1.44,0.78,1
1.94,1.392,1
1.78,-0.048,1
0.316,1.864,0
0.276,0.492,1
-1.1,-0.1,0
0.156,-0.756,0
-0.696,-0.448,1
0.904,0.312,1
-1.036,1.456,0
1.512,0.044,0
1.536,-1.244,0
-1.432,-1.884,1
0.66,1.4,0
-0.12,1.108,1
-1.424,-1.084,1
-1.936,-1.716,1
-1.5,0.2,1
0.804,-1.212,1
-1.012,-1.404,1
1.336,-1.884,0
-1.336,1.536,0
-1.28,-1.876,1
1.288,0.788,0
1.58,1.096,1
-1.956,0.964,1
-1.98,1.504,0
1.632,-1.924,0
-1.312,-0.396,0
0.36,-0.728,0
-1.456,1.36,0
-1.728,0.492,1
-1.144,1.9,0
-1.688,-0.984,0
-1.608,-1.024,1
1.044,1.028,1
-1.452,-0.496,0
-0.476,0.744,0
0.488,1.388,0
-0.26,-1.272,0
-0.496,1.232,1
1.904,1.896,1
0.848,-0.156,0
-1.908,-0.948,0
-1.352,0.84,1
1.948,-1.844,0
-0.152,-1.232,0
1.052,-0.62,1
0.0,1.448,0
-0.46,-0.204,1
-1.176,0.088,1
0.016,0.832,1
-0.232,1.944,1
0.368,-1.136,1
1.592,-1.464,0
-1.36,-0.884,0
-1.536,-0.108,0
-0.772,1.82,1
-1.888,-1.304,1
0.768,-1.708,1
0.036,1.42,0
0.696,0.632,1
1.048,0.292,0
1.876,-0.336,1
-0.944,-1.296,0
0.196,-0.588,0
-0.124,0.112,0
-1.376,-1.676,1
0.3,1.432,0
1.712,0.392,0
1.14,0.784,0
-0.02,-0.98,1
0.512,-1.456,1
-1.784,0.428,1
-0.612,0.524,0
0.412,-0.14,0
-0.644,-1.424,0
-0.396,1.784,1
-0.88,-1.568,0
0.08,0.692,1
0.672,-1.116,1
0.356,0.792,1
-0.148,1.724,1
1.32,-1.1,0
0.632,-0.164,0
-1.236,-0.196,0
-1.432,-1.184,1
-1.648,0.832,1
-0.124,-0.708,1
-1.4,-1.012,1
-1.724,-0.56,0
-0.188,1.156,1
-0.016,0.94,0
-0.928,1.776,1
0.08,0.456,1
-0.408,-0.488,1
0.9,0.012,1
1.06,-1.436,0
0.18,-1.72,1
-1.6,-0.216,0
-0.392,-0.88,1
1.888,-1.02,0
0.548,1.128,0
-0.752,1.664,1
-0.528,1.268,1
-1.3,0.108,1
0.42,-0.276,0
1.492,-0.684,1
-0.044,1.14,1
-0.276,1.644,1
1.32,-0.088,1
1.476,0.152,0
-1.836,0.96,1
1.512,-0.352,1
-0.22,0.14,0
-1.396,-1.248,1
1.964,0.36,0
1.6,0.44,0
1.52,-1.54,0
-1.484,-0.608,0
-1.3,-1.308,1
0.312,1.416,0
1.416,1.148,1
1.456,1.352,1
1.864,0.124,0
0.044,-1.324,1
-0.352,0.024,0
-1.764,1.696,0
-1.064,-1.212,1
-1.464,-0.152,0
0.364,0.808,1
-0.516,1.224,1
0.024,-0.496,0
0.92,1.288,0
0.588,0.36,1
1.38,-0.892,1
0.148,1.216,0
1.596,-0.736,1
1.144,-0.212,1
0.964,0.032,1
-1.236,-1.004,1
1.52,-0.136,1
-0.864,-0.248,1
1.088,0.432,0
-0.604,1.908,1
-1.36,0.688,1
0.512,-0.024,0
0.896,0.56,1
-1.62,1.692,0
1.328,-1.952,0
-1.776,-1.008,1
1.444,-1.112,0
1.272,-0.096,1
-1.728,-1.744,1
1.4,-1.892,0
-1.232,-0.688,0
1.392,0.02,0
-0.844,0.156,0
-0.476,-1.796,0
-1.004,0.7,1
-0.452,1.152,1
-0.584,-1.004,0
-1.24,-0.4,0
-1.656,-0.152,0
-1.348,-0.272,0
-1.868,0.964,1
-0.448,0.86,0
0.956,-0.256,0
-1.216,-1.54,1
0.688,1.236,0
1.388,-1.948,0
-0.532,-1.552,0
0.12,0.428,1
-1.816,0.696,1
1.628,0.804,0
0.04,1.692,0
-1.24,0.14,1
1.9,0.608,0
-1.208,1.156,0
1.816,0.516,0
1.608,1.76,1
0.472,1.88,0
0.208,-1.668,1
-0.928,0.388,0
-0.68,1.392,1
1.484,1.468,1
1.76,0.068,0
-0.232,0.164,0
0.572,1.928,0
-1.996,-1.456,1
-0.612,0.708,0
1.38,1.32,1
-1.8,0.628,1
-0.376,0.772,0
1.704,-1.092,0
-1.96,-0.124,0
0.728,0.556,1
-1.024,1.908,0
-1.408,-1.564,1
0.236,-0.172,0
1.516,0.604,0
1.54,1.38,1
1.396,-0.384,1
-0.544,0.852,0
0.912,-0.336,0
0.032,-0.5,0
1.384,0.76,0
0.908,-0.816,0
1.324,-0.404,1
-0.092,0.692,0
-0.204,1.584,1
1.96,-1.612,0
1.184,1.964,1
-0.472,-0.82,1
-1.336,-0.988,0
-1.02,-0.064,0
1.972,0.244,0
0.54,0.96,1
-0.092,-0.192,1
0.8,-1.412,1
0.464,0.032,1
0.592,0.724,1
-1.42,-0.672,0
-0.764,1.108,1
-1.372,-1.428,1
-0.268,1.536,1
-0.712,-0.18,1
-0.328,-1.896,0
0.256,0.764,1
1.752,-0.42,1
-1.44,0.444,1
-0.368,1.188,1
1.168,1.092,1
-1.008,-1.72,1
0.52,1.16,0
-1.912,1.828,0
1.928,-1.484,0
-0.516,-1.436,0
0.776,0.58,1
1.732,0.964,0
-1.496,-1.928,1
-1.524,1.6,0
0.408,-1.388,1
-1.02,-1.508,1
0.628,-0.512,0
1.516,0.864,0
1.196,0.528,0
-0.404,0.256,0
-0.808,0.94,0
-0.584,-1.144,0
-1.796,-0.888,0
0.824,-0.632,0
-0.164,0.108,0
0.924,0.816,1
-0.18,-1.9,0
0.612,-1.876,1
-0.656,-1.256,0
0.772,0.204,1
1.26,1.368,1
0.092,1.412,0
1.416,-1.812,0
-1.952,-1.104,1
1.104,-0.316,1
1.704,0.38,0
1.212,0.164,0
-0.868,1.016,1
0.64,1.556,0
-0.076,1.372,1
0.348,-1.024,1
-0.772,0.124,0
0.476,-1.076,1
-1.656,-0.732,0
1.284,-1.1,0
1.712,0.02,0
-1.38,-1.948,1
0.144,1.464,0
-1.412,0.736,1
-1.908,0.876,1
-1.796,-0.356,0
-0.252,0.584,0
-1.56,-0.232,0
0.368,-0.828,0
0.552,1.944,0
1.168,0.512,0
-0.2,0.024,0
0.16,-1.308,1
-1.216,-1.1,1
1.324,0.704,0
-1.164,-1.904,1
-0.012,-1.08,0
-1.364,0.268,1
0.764,0.604,1
0.636,0.22,1
1.084,-1.648,0
-0.248,0.536,0
-1.504,-1.288,1
-1.2,-0.876,0
-1.04,0.136,1
0.792,1.66,0
0.708,-0.94,0
1.512,1.624,1
-1.356,-0.14,0
0.956,1.28,0
0.856,-0.768,0
-0.784,-1.892,0
-1.316,1.588,0
-1.664,1.412,0
0.224,-0.092,0
-1.148,-1.044,1
0.7,1.904,0
0.4,-1.956,1
-1.288,1.476,0
-0.82,0.772,0
-1.948,1.18,0
-0.396,-0.236,1
0.38,1.232,0
0.588,1.476,0
1.152,0.656,0
1.236,0.008,0
1.096,-0.54,1
0.764,-1.576,1
-1.16,-0.692,0
0.304,1.544,0
-0.872,1.752,1
-1.476,0.24,1
-0.916,-1.54,0
0.768,-0.236,0
1.604,0.54,0
-1.64,-0.324,0
-0.128,-1.652,0
1.264,-0.7,1
1.648,-1.3,0
1.328,0.388,0
-0.088,0.58,0
-1.136,0.052,1
-0.336,-1.796,0
-1.228,-1.352,1
